name1,name2,street1,street2,city,state,zip,phone,intake1,intake2,intake1a,intake2a,service_code_info,latitude,longitude,GEOID,STATE,COUNTY,TRACT,BLOCK
Health Connect America,,115 Fairground Road,,Florence,AL,35630,256-712-2822,,,,,SA MH SUMH * OP * OMH * AT CBT CFT DBT GT IDD IPT TELE * PVTP * CLF MD OSF PI SF * TAY VET ADM TRMA PTSD * STU * PEER * TCC * SMPD * CHLD YAD ADLT SNR * AH * VPPD * COOT FPSY TPC CM SPS ES,34.8305,-87.656,010770109013000,01,077,010901,3000
Cherokee Etowah Dekalb CMHC,Dekalb County Office,301 14th Street NW,,Fort Payne,AL,35967,256-492-7800,,,,,SA MH SUMH * OP * CMHC * CHLOR FLUPH HALOP PERPH ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * CBT CFT DBT GT IDD IPT TELE AIM * CIT PEON WI * PVTN * CLF CMHG MC MD MI PI SCJJ SEF SF SI SMHA SWFS VAF * SS * SED * PEER * SMPD * CHLD YAD ADLT SNR * AH * VPPD * COOT FPSY ICM TPC CM SPS,34.4368,-85.7124,010499610001000,01,049,961000,1000
DeKalb Regional Medical Center,,200 Medical Center Drive SW,,Fort Payne,AL,35968,256-845-3150 x2725,256-997-2725,256-845-3150 x2732,,,MH * HI * IPSY * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ THIOT THIOR TRIFL ARIPI ASENA CLOZA ILOPE LURAS OLANZ OLANZF PALIP RISPE ZIPRA NRT NSC ANTPYCH * AT GT IPT TELE AIM * PEON * PVTP * CLF CMHG CSBG ITU MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS VAF * SE ALZ * STU * MST LABT * HS * TCC * SMON * SNR * AH * VAPN * DEC FPSY PRS CM IPC SPS ES,34.4898,-85.7657,010499604021061,01,049,960402,1061
Frantz Therapeutic Residential Home,Frantz Home,---,,Gadsden,AL,35901,256-492-7800,,,,,SA MH SUMH * RES * RTCA * CHLOR FLUPH HALOP PERPH ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE AIM * CIT PEON * PVTN * CMHG MC MD MI PI SF SI SMHA VAF * CJ SMI * STU * HS * TCC * SMPD * YAD ADLT SNR * AH * VPPD * COOT DEC FPSY PRS VRS CM SPS ES,34.048,-85.9246,010550107002013,01,055,010700,2013
Riverview Regional Medical Center,Senior Heights,600 South 3rd Street,,Gadsden,AL,35901,256-543-5200,256-543-5721,256-543-5200 x5641,,,MH * HI * IPSY * CHLOR FLUPH HALOP PERPH ARIPI CLOZA OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT GT IPT AIM * PEON * PVTP * MC MD MI PI SF VAF * SE GL VET MF TRMA ALZ PEFP PTSD * STU * HIVT STDT TBS MST HBT HCT LABT * TCC * SMON * SNR * AH * VAPN * CDM DEC ICM CM IPC SPS,34.048,-85.9246,010550107002013,01,055,010700,2013
SpectraCare Health Systems,Geneva County Clinic,1203 West Maple Avenue,,Geneva,AL,36340,800-951-4357,,,,,SA MH SUMH * OP * CMHC * CHLOR FLUPH HALOP PERPH ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT CFT GT IDD IPT TELE * PEON WI * PVTN * CLF CMHG MC MD MI PI SF SI SMHA VAF * SS * TAY SE GL VET ADM MF CJ CO HV DV TRMA PTSD SED SMI * STU * PEER * TCC * SMPD * CHLD YAD ADLT SNR * AH * VPPD * ACT COOT DEC FPSY IMR PRS CM SPS ES,31.0414,-85.8847,010610503004034,01,061,050300,4034
West Alabama Mental Health Center,Hale County Office,401 1st Street,,Greensboro,AL,36744,334-624-4905,800-239-2901,334-289-2410,,,SA MH SUMH * OP * CMHC * FLUPH HALOP PERPH ARIPI ASENA BREXP CLOZA OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * AT CBT CFT GT IDD IPT TELE AIM * CIT * PVTN * CLF CMHG CSBG ITU MC MD MI OSF PI SCJJ SF SI SMHA SWFS VAF * PA SS * CO SMI * HS * SMON * CHLD YAD ADLT SNR * AH * VAPN * COOT FPSY ICM SEMP SH CM SPS,32.7167,-87.5905,010650404022001,01,065,040402,2001
South Central Alabama MHC,Butler County Mental Health Center,185 Industrial Parkway,,Greenville,AL,36037,334-382-2018,877-530-0002,,,,MH SUMH * OP PHDT * CMHC * CHLOR FLUPH HALOP THIOT THIOR TRIFL ARIPI ASENA BREXP CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * AT CBT CFT GT IPT TELE AIM * CIT PEON PEOFF WI * PVTN * CMHG MC MD MI PI SF SMHA SWFS VAF * PA SS * SE SMI * STU * TBS LABT * SMOP * YAD ADLT SNR * AH * VAPP * COOT FPSY PRS SH CM SPS,31.81,-86.6229,010139531002001,01,013,953100,2001
South Central Alabama MHC,Green House Behavioral Group Home,674 Hardscramble Road,,Greenville,AL,36037,334-382-1645,,,,,MH SUMH * RES * RTCA * CHLOR FLUPH HALOP THIOT THIOR TRIFL ARIPI ASENA BREXP CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * AT CBT CFT GT IPT AIM * PVTN * MD SF * PA SS * SMI * STU * TBS LABT * SMOP * YAD ADLT SNR * AH * VAPP * COOT FPSY PRS SPS,31.81,-86.6229,010139531002001,01,013,953100,2001
South Central Alabama MHC,Stepping Stones/Butler County,680 Hardscramble Road,,Greenville,AL,36037,334-382-2353,877-530-0002,,,,MH SUMH * OP PHDT * CMHC * FLUPH HALOP THIOR ARIPI ASENA BREXP OLANZ QUETI RISPE ZIPRA ANTPYCH * AT CBT CFT GT IPT TELE AIM * CIT PEON PEOFF WI * PVTN * MD MI PI SF SMHA SWFS * PA SS * SED * STU * TBS LABT * PEER * SMOP * CHLD YAD * AH * VAPP * COOT FPSY ICM PRS CM SPS,31.81,-86.6229,010139531002001,01,013,953100,2001
Birmingham VA Healthcare System,Guntersville VA Clinic,100 Judy Smith Drive,,Guntersville,AL,35976,256-582-4033,205-957-5300,,,,SA MH SUMH * OP * VAHC * FLUPH HALOP CLOZA NRT NSC ANTPYCH * AIM * CIT PEON WI * FED VAMC * MC MI PI VAF * VET * STU * HIVT STDT TBS MST HBT HCT LABT * PEER * TCC * SMON * YAD ADLT SNR * AH * VAPN * FPSY LAD IPC SPS,34.3449,-86.2752,010950307022031,01,095,030702,2031
Marshall Medical Centers North,Behavioral Health Unit,8000 Alabama Highway 69,,Guntersville,AL,35976,256-571-8722,,256-571-8102,,,MH SUMH * HI * IPSY * CHLOR HALOP CLOZA OLANZ QUETI RISPE NRT ANTPYCH * AT CBT CFT GT IDD IPT AIM * CIT PEON WI * PVTN * CLF MC MD MI OSF PI SCJJ SF SI SMHA VAF * SE CO SMI * STU * HS * TCC * SMON * YAD ADLT * AH SP * VAPN * COOT DEC FPSY IMR LAD PRS SH CM IPC SPS ES,34.3449,-86.2752,010950307022031,01,095,030702,2031
Mountain Lakes Behavioral Healthcare,,2409 Homer Clayton Drive,,Guntersville,AL,35976,256-259-1774,256-582-3203,800-209-0049,,,MH SUMH * OP * CMHC * CHLOR FLUPH HALOP LOXAP PERPH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NSC ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE * PEON * PVTN * MC MD PI SF SMHA * PA SS * SED SMI * STU * TBS * PEER * TCC * SMPD * CHLD YAD ADLT SNR * AH * VPPD * ACT COOT FPSY ICM PRS SH CM SPS ES,34.3449,-86.2752,010950307022031,01,095,030702,2031
Northwest Alabama Mental Health Ctr,,71 Carraway Drive,,Haleyville,AL,35565,205-486-4111,,800-489-3974,,,SA MH SUMH * OP * OMH * CHLOR FLUPH HALOP LOXAP PERPH PROCH ARIPI ASENA BREXP CARIP CLOZA LURAS OLANZ OLANZF PALIP RISPE ZIPRA ANTPYCH * AT CBT GT IDD IPT TELE AIM * CIT PEOFF * PVTN * FQHC * MC MD PI SF * SS * CO SMI * STU * PEER * SMPD * CHLD YAD ADLT SNR * AH * VPPD * COOT CM SPS ES,34.2314,-87.5938,011339658003015,01,133,965800,3015
Pathway Healthcare,Hartselle,1600 Main Street,Suite B,Hartselle,AL,35640,256-754-5178,,,,,SA MH SUMH * OP * OMH * NRT NSC ANTPYCH * AT CBT CFT DBT EMDR GT IDD IPT TELE * PVTP * ITU MC MD MI PI SF SI VAF * STU * HIVT STDT TBS MST HCT LABT * HS * TCC * SMPD * YAD ADLT SNR * AH * VPPD * AOT CDM COOT DEC FPSY ICM IMR CM IPC SPS ES,34.4482,-86.9242,011030053053033,01,103,005305,3033
Birmingham VA Healthcare System,Huntsville VA Clinic,500 Markaview Road,,Huntsville,AL,35805,256-533-8477,205-957-5300,,,,SA MH SUMH * OP * VAHC * FLUPH HALOP CLOZA NRT NSC ANTPYCH * AIM * CIT PEON WI * FED VAMC * MC MI PI VAF * VET * STU * HIVT STDT TBS MST HBT HCT LABT * PEER * TCC * SMON * YAD ADLT SNR * AH * VAPN * FPSY LAD SH IPC SPS,34.7059,-86.6165,010890023001004,01,089,002300,1004
Care Clinic,,600 Boulevard South SW,,Huntsville,AL,35802,844-782-6963,,,,,SA MH SUMH * OP * OMH * NRT ANTPYCH * IDD TELE * PVTP * MHC * PI SF * SMON * YAD ADLT SNR * VAPN,34.6679,-86.5603,010890027011004,01,089,002701,1004
Pathway Healthcare,,2010 South Point Park Circle,Suite 200,Huntsville,AL,35801,256-880-5818,,,,,SA MH SUMH * OP * OMH * AT CBT CFT GT IPT * CIT WI * PVTP * MHC * MC MD PI SF * SE VET CO TRMA TBI PED PTSD SMI * PEER * SMON * YAD ADLT SNR * VAPN * CM SPS ES,34.7269,-86.5673,010890017002004,01,089,001700,2004
Pinnacle Behavioral Health,Intensive Outpatient Program,4812 Commerical Drive NW,,Huntsville,AL,35816,256-518-9998,,,,,SA MH SUMH * OP PHDT * OMH * CBT CFT GT IDD IPT TELE * PEOFF * PVTP * PI SF * CO TRMA SED * STU * TCC * SMON * CHLD * VAPN * FPSY CM SPS,34.7389,-86.6249,010890013021023,01,089,001302,1023
Unity Psychiatric Care,,5315 Millennium Drive NW,,Huntsville,AL,35806,256-964-6700,,,,,MH * HI * PSY * HALOP ARIPI CLOZA OLANZ QUETI RISPE ZIPRA NRT ANTPYCH * AT CBT CRT GT IPT * PVTP * MC MD PI SF * ALZ PEFP * STU * TBS MST LABT * SMON * ADLT SNR * AH * VAPN * AOT CDM ES,34.7448,-86.6704,010890106272020,01,089,010627,2020
WellStone Inc,,4040 Memorial Parkway SW,,Huntsville,AL,35802,256-533-1970,256-705-6444,,,,SA MH SUMH * OP PHDT * CMHC * FLUPH HALOP LOXAP THIOT ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT ANTPYCH * CBT CFT DBT GT IDD IPT TELE AIM * CIT PEON PEOFF WI * LCCG * CLF CMHG MC MD MI PI SCJJ SF SI SMHA SWFS * SS * CJ CO SED SMI * STU * HS PEER * TCC * SMPD * CHLD YAD ADLT SNR * AH * VPPD * ACT COOT FPSY ICM LAD PRS SH CM IPC SPS,34.6679,-86.5603,010890027011004,01,089,002701,1004
WellStone Inc,,4040 Memorial Parkway,,Huntsville,AL,35802,256-533-1970,256-705-6444,,,,SA MH SUMH * OP PHDT * CBHC * HALOP THIOT THIOR ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CRT CFT DBT GT IDD IPT TELE AIM * CIT PEON PEOFF WI * LCCG * CLF CMHG FG MC MD MI PI PCF SCJJ SEF SF SMHA SWFS * SS * VET ADM MF CO PEFP SED SMI * STU * TBS LABT * HS PEER * TCC * SMPD * CHLD YAD ADLT SNR * AH * VPPD * ACT AOT COOT FPSY ICM IMR PRS SH CM IPC SPS ES,34.6679,-86.5603,010890027011004,01,089,002701,1004
Birmingham VA Healthcare System,Jasper VA Clinic,1454 Jones Dairy Road,,Jasper,AL,35501,205-221-7384,205-957-5300,,,,SA MH SUMH * OP * VAHC * FLUPH HALOP CLOZA NRT NSC ANTPYCH * AIM * CIT PEON WI * FED VAMC * MC MI PI VAF * VET * STU * HIVT STDT TBS MST HBT HCT LABT * PEER * TCC * SMON * YAD ADLT SNR * AH * VAPN * FPSY LAD IPC SPS,33.8312,-87.2775,011270202002073,01,127,020200,2073
Health Connect America,,1700 5th Avenue South,,Jasper,AL,35501,205-530-6007,,,,,SA MH SUMH * OP * OMH * CBT CFT GT IDD IPT TELE * PVTP * MD PI SF SWFS * PA SS * TCC * SMON * CHLD YAD ADLT SNR * AH * VAPN * FPSY TPC SPS,33.8312,-87.2775,011270202002073,01,127,020200,2073
West Alabama Mental Health Center,Sumter County,110 Hospital Drive,Suite 101,Livingston,AL,35470,205-652-6731,800-239-2901,334-289-2410,,,SA MH SUMH * OP * CMHC * FLUPH HALOP PERPH ARIPI ASENA BREXP OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * AT CBT CFT GT IDD IPT TELE AIM * CIT * PVTN * CLF CMHG CSBG MC MD MI OSF PI SCJJ SF SI SMHA SWFS VAF * PA SS * CO SMI * HS PEER * SMON * CHLD YAD ADLT SNR * AH * VAPN * COOT FPSY ICM SEMP SH CM SPS,32.5843,-88.1872,011190113011033,01,119,011301,1033
Beacon Childrens Hospital,,150 Hospital Drive,,Luverne,AL,36049,334-335-5040,334-319-8724,,,,MH * HI * PSY * HALOP ARIPI ASENA BREXP CARIP LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT DBT GT IDD IPT TELE AIM * CIT WI * PVTP * ITU MD MI PI SF SI SWFS * GL MF TRMA PED PTSD SED * STU * HIVT STDT TBS MST HBT HCT LABT * TCC * SMON * CHLD * AH * VAPN * CDM COOT DEC FPSY ICM IMR PRS CM IPC SPS ES,31.7074,-86.2566,010419637002022,01,041,963700,2022
South Central Alabama MHC,Crenshaw County Mental Health Center,587 Bentley Avenue,,Luverne,AL,36049,334-335-5201,877-530-0002,,,,MH SUMH * OP PHDT * CMHC * CHLOR FLUPH HALOP THIOT THIOR TRIFL ARIPI ASENA BREXP CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * AT CBT CFT GT IPT TELE AIM * CIT PEON PEOFF WI * PVTN * CMHG MC MD MI PI SF SMHA SWFS VAF * PA SS * SE SED SMI * STU * TBS LABT * SMOP * CHLD YAD ADLT SNR * AH * VAPP * COOT FPSY PRS SH CM SPS,31.7074,-86.2566,010419637002022,01,041,963700,2022
South Central Alabama MHC,Graceland/3 Bed Group Home,5590 Hank Williams Road,,McKenzie,AL,36456,334-222-2525 x70339,,,,,MH SUMH * RES * RTCA * CHLOR FLUPH HALOP THIOT THIOR TRIFL ARIPI ASENA BREXP CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * AT CBT CFT GT IPT AIM * PVTN * MD SF * PA SS * SMI * STU * TBS LABT * SMOP * YAD ADLT SNR * AH * VAPP * COOT FPSY PRS SPS,31.545,-86.7356,010139534002115,01,013,953400,2115
AltaPointe Health Systems Inc,BayPointe Hospital,5800 Southland Drive,,Mobile,AL,36693,251-661-0153,251-450-2211,,,,MH SUMH * HI OP PHDT RES * PSY * CHLOR HALOP ARIPI ASENA LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT GT IDD IPT TELE AIM * CIT PEON WI * PVTN * CLF CMHG MD PI SEF SF SMHA SWFS * TAY GL CO TRMA PEFP PTSD SED SMI * STU * MST LABT * TCC * SMON * CHLD YAD * AH * VAPN * COOT FPSY CM SPS,30.6311,-88.1588,010970037103008,01,097,003710,3008
CCBHC at Vets Recover,,1156 Springhill Avenue,,Mobile,AL,36604,251-405-3677,,,,,SA MH SUMH * OP * OMH * CBT CFT GT IDD IPT TELE * CIT PEON PEOFF WI * PVTN * CMHG CSBG MD MI PI SF VAF * PA SS * VET ADM MF CJ PTSD * MST * HS PEER * TCC * SMPD * CHLD YAD ADLT SNR * SP * VPPD * COOT FPSY SEMP SH CM IPC SPS ES,30.682,-88.0678,010970009021012,01,097,000902,1012
Central Alabama VA Healthcare System,West Campus,215 Perry Hill Road,,Montgomery,AL,36109,334-272-4670 x35540,,,,,SA MH SUMH * OP * VAHC * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT DBT GT IDD IPT TELE * CIT PEON WI * FED VAMC * FQHC * MI PI SF VAF * SE GL VET CO HV DV TRMA TBI PTSD SMI * STU * HIVT STDT TBS MST HBT HCT LABT * HS PEER * TCC * SMON * YAD ADLT SNR * AH * VAPN * ACT DEC IMR LAD SEMP SH VRS CM IPC SPS ES,32.3834,-86.2434,011010026002008,01,101,002600,2008
MHCNCA Inc,Moulton Lawrence Counseling Center,295 Hospital Street,,Moulton,AL,35650,256-974-6697,256-355-5904,,,,MH SUMH * OP PHDT * CMHC * HALOP PERPH ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * CBT CFT DBT GT IPT TELE AIM * PVTN * CLF CMHG CSBG MC MD OSF PI SCJJ SF SI SMHA * TAY SE CJ CO SED SMI * STU * PEER * SMPD * CHLD YAD ADLT SNR * AH * VPPD * COOT FPSY CM,34.5058,-87.2224,010799794003030,01,079,979400,3030
Northport Medical Center,North Harbor Psych Pavillion,2700 Hospital Drive,,Northport,AL,35476,205-330-3101,205-330-3838,,,,MH * HI * IPSY * CHLOR FLUPH HALOP ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT DBT EMDR GT IPT TELE AIM * PEON WI * PVTN * MC MD MI PI SF SI SMHA VAF * SE ALZ * STU * HIVT STDT TBS MST LABT * TCC * SMON * YAD ADLT SNR * AH * VAPN * COOT DEC CM IPC SPS ES,33.2273,-87.5943,011250104032029,01,125,010403,2029
Eastside CMHC,Blount County CMHC,1002 2nd Avenue East,,Oneonta,AL,35121,205-628-3882,205-625-3882,,,,MH * OP * CMHC * CHLOR FLUPH HALOP LOXAP PERPH THIOT TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA ANTPYCH * CFT GT IPT TELE * PVTN * CLF CMHG MC MD OSF PI SF SI SMHA * SS * TAY SE CO SED SMI * STU * TCC * SMPD * CHLD YAD ADLT SNR * AH * VPPD * COOT FPSY IMR,33.9259,-86.4741,010090501061031,01,009,050106,1031
East Alabama Medical Center,Department of Psychiatric Medicine,2000 Pepperell Parkway,,Opelika,AL,36801,334-528-1010 x4198,334-528-4820,,,,MH SUMH * HI * IPSY * CHLOR FLUPH HALOP LOXAP ARIPI ASENA CARIP CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT ANTPYCH * AT CBT CFT DBT GT IPT * PEON WI * PVTN * CMHG MC MD MI OSF PI SEF SF SI SMHA VAF * SED SMI * STU * MST LABT * TCC * SMON * CHLD YAD ADLT * AH * VAPN * COOT DEC FPSY SPS ES,32.6454,-85.3783,010810416001070,01,081,041600,1070
East Alabama Mental Health Center,Family and Childrens Services Center,2300 Center Hill Drive,Building II,Opelika,AL,36801,334-742-2700,334-742-2877,,,,SA MH SUMH * OP * OMH * CBT CFT GT IDD IPT TELE * CIT PEOFF * PVTN * CLF CMHG CSBG MD MI OSF PI PCF SEF SF SI SMHA SWFS * SED * STU * PEER * SMOP * CHLD YAD * AH * VAPP * FPSY ICM PRS CM SPS ES,32.6454,-85.3783,010810416001070,01,081,041600,1070
Mizell Memorial Hospital,,702 North Main Street,Senior Care Behavioral Unit,Opp,AL,36467,334-493-9134 x2111,334-493-9134,,,,MH SUMH * HI * IPSY * CHLOR HALOP ARIPI OLANZ PALIP QUETI RISPE ZIPRA NRT ANTPYCH * AT CBT DBT GT IPT TELE AIM * PEON * PVTN * MC MD MI PI SF SI VAF * SE VET CO TBI ALZ PED PTSD * STU * MST LABT * TCC * SMON * ADLT SNR * AH * VAPN * CDM COOT DEC IMR PRS VRS CM SPS ES,31.2799,-86.2571,010399627002008,01,039,962700,2008
Birmingham VA Healthcare System,Oxford VA Clinic,500 Davis Loop,,Oxford,AL,36203,256-832-4141,205-957-5300,256-832-4142,,,SA MH SUMH * OP * VAHC * FLUPH HALOP CLOZA NRT NSC ANTPYCH * AIM * CIT PEON WI * FED VAMC * MC MI PI VAF * VET * STU * HIVT STDT TBS MST HBT HCT LABT * PEER * TCC * SMON * YAD ADLT SNR * AH * VAPN * FPSY LAD IPC SPS,33.5815,-85.8328,011210101013029,01,121,010101,3029
Dale Medical Center,New Day Psychiatric Unit,126 Hospital Avenue,,Ozark,AL,36360,334-774-7352,,334-774-2601 x1090,,,MH SUMH * HI * IPSY * CHLOR FLUPH HALOP PERPH THIOT ARIPI BREXP CARIP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT ECT GT IDD IPT AIM * PEON * PVTN * MC MD MI PI SF SMHA VAF * SE CJ CO TRMA SMI * STU * MST LABT * TCC * SMON * YAD ADLT SNR * VAPN * COOT,31.4391,-85.6436,010450208025000,01,045,020802,5000
SpectraCare Health Systems,Dale County/Clinic and Day Treatment,134 Katherine Avenue,,Ozark,AL,36360,800-951-4357,,,,,SA MH SUMH * OP * CMHC * CHLOR FLUPH HALOP ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * CBT CFT DBT GT IDD IPT TELE * PEON * PVTN * CLF CMHG MC MD MI OSF PI SF SMHA VAF * SS * TAY SE VET ADM MF CO TRMA PTSD SED SMI * STU * TCC * SMPD * CHLD YAD ADLT SNR * AH * VPPD * ACT COOT DEC FPSY PRS SH VRS CM SPS,31.4391,-85.6436,010450208025000,01,045,020802,5000
Central Alabama Wellness,,2100 County Services Drive,,Pelham,AL,35124,205-651-0077,,,,,SA MH SUMH * OP * CMHC * CHLOR FLUPH HALOP CLOZA OLANZ RISPE ANTPYCH * CBT CFT DBT GT IDD IPT TELE AIM * CIT WI * PVTN * CLF CMHG CSBG MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS * SS * CO PEFP PTSD SED SMI * STU * PEER * SMPD * CHLD YAD ADLT SNR * AH * VPPD * COOT FPSY IMR SEMP CM,33.2932,-86.768,011170303451027,01,117,030345,1027
Eastside CMHC,Saint Clair County CMHC,625 15th Street North,,Pell City,AL,35125,205-338-7525,,,,,MH * OP * CMHC * CHLOR FLUPH HALOP LOXAP PERPH THIOT TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA ANTPYCH * CFT GT IPT TELE * PVTN * CLF CMHG MC MD OSF PI SF SI SMHA * SS * TAY SE CO SED SMI * STU * TCC * SMPD * CHLD YAD ADLT SNR * AH * VPPD * COOT FPSY IMR,33.5979,-86.3432,011150401091012,01,115,040109,1012
Immanuel Counseling Services,,3401 South Railroad Street,Suite B,Phenix City,AL,36867,334-655-1414,,,,,SA MH SUMH * OP * OMH * AT CBT CFT GT IDD IPT TELE * PVTP * MHC * MI PI PCF SF SI VAF * TAY SE GL VET ADM MF CO TRMA PTSD SED SMI * SMOP * CHLD YAD ADLT SNR * VAPP * COOT FPSY,32.4978,-85.0234,011130304031008,01,113,030403,1008
Birmingham VA Healthcare System,Rainbow City VA Clinic,206 Rescia Avenue,,Rainbow City,AL,35906,256-413-7154,205-957-5300,,,,SA MH SUMH * OP * VAHC * FLUPH HALOP CLOZA NRT NSC ANTPYCH * CBT GT IPT TELE AIM * CIT PEON WI * FED VAMC * MC MI PI VAF * VET * STU * HIVT STDT TBS MST HBT HCT LABT * PEER * TCC * SMON * YAD ADLT SNR * AH * VAPN * FPSY LAD IPC SPS,33.9318,-86.0898,010550104022034,01,055,010402,2034
SpectraCare Health Systems,Geneva County Day Treatment,10386 West State Highway 52,,Samson,AL,36477,800-951-4357,,,,,MH SUMH * PHDT * CMHC * CHLOR FLUPH HALOP ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * CBT CFT GT IDD IPT TELE * PEON * PVTN * CLF CMHG MC MD MI OSF PI SF SMHA * SS * SE CO SMI * STU * SMPD * YAD ADLT SNR * AH * VPPD * CDM COOT FPSY IMR PRS CM SPS,31.1049,-86.0674,010610501003057,01,061,050100,3057
Mountain Lakes Behavioral Healthcare,Jackson County Office,508 Gregory Street,,Scottsboro,AL,35768,256-259-1774,,,,,SA MH SUMH * OP * CMHC * HALOP ARIPI OLANZ RISPE NSC ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE * CIT * PVTN * MC MD PI SF SMHA * PA SS * TAY SE GL VET CJ CO HV TRMA TBI PED PTSD SED SMI * STU * PEER * SMPD * CHLD YAD ADLT SNR * AH * VPPD * ACT COOT FPSY PRS SH CM SPS ES,34.7507,-86.1422,010719506012033,01,071,950601,2033
Birmingham VA Healthcare System,Florence VA Clinic,422 Cox Boulevard,Suite DD,Sheffield,AL,35660,256-381-9055,205-957-5300,,,,SA MH SUMH * OP * VAHC * FLUPH HALOP CLOZA NRT NSC ANTPYCH * AIM * CIT PEON WI * FED VAMC * MC MI PI VAF * VET * STU * HIVT STDT TBS MST HBT HCT LABT * PEER * TCC * SMON * YAD ADLT SNR * AH * VAPN * FPSY LAD IPC SPS,34.7578,-87.6971,010330203002000,01,033,020300,2000
Coosa Valley Senior Behav Hlth,,315 West Hickory Street,,Sylacauga,AL,35150,256-401-4000,256-401-4670,,,,MH SUMH * HI * IPSY * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA ANTPYCH * AT CBT GT IPT * PEON WI * PVTN * MC MD MI PI SF VAF * PA * SE VET ALZ * PEER * SMPD * SNR * AH * VAPN * COOT FPSY CM,33.1717,-86.2713,011210119001026,01,121,011900,1026
Bryce Hospital,,1651 Ruby Tyler Parkway,,Tuscaloosa,AL,35404,205-507-8000,,,,,MH SUMH * HI * SHP * CHLOR FLUPH HALOP LOXAP PERPH PROCH THIOT THIOR TRIFL ARIPI ASENA BREXP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA NSC ANTPYCH * AT CBT CRT DBT GT IDD IPT * STG * MC OSF SEF SI SMHA * SE CJ SMI * STU * MST LABT * PEER * TCC * SMON * YAD ADLT SNR * AH * VAPN * DEC LAD SH VRS IPC SPS ES,33.1826,-87.4827,011250123063013,01,125,012306,3013
Bullock County Hospital,,102 West Conecuh Avenue,,Union Springs,AL,36089,334-738-2140,334-473-9067,334-738-1453,,,MH SUMH * HI * IPSY * CHLOR FLUPH HALOP LOXAP PROCH ARIPI CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * AT GT IPT * PEON * PVTP * MC MD VAF * TAY SE GL VET ADM HV PEFP SMI * SMPD * YAD ADLT SNR * VPPD * COOT CM SPS,32.1443,-85.7149,010119522011004,01,011,952201,1004
