"GEOID.x","NAME","populationE","populationM","med_incE","med_incM","whiteE","whiteM","blackE","blackM","nativeE","nativeM","asianE","asianM","total_raceE","total_raceM","poverty_totalE","poverty_totalM","poverty_belowE","poverty_belowM","white_pct","black_pct","native_pct","asian_pct","poverty_rate_pct","ZIP","name1","name2","street1","street2","city","state","phone","intake1","intake2","intake1a","intake2a","service_code_info","full_address","location","latitude","longitude","GEOID.y","STATE","COUNTY","TRACT","BLOCK","GEOID_truncated"
"11224","ZCTA5 11224",47893,2183,40467,3910,24538,1983,10241,1352,168,145,4542,1087,47893,2183,46805,2150,13374,1389,51.2350447873384,21.3830831227946,0.350781951433404,9.4836406155388,28.5738703130007,"11224","South Beach Psychiatric Center","Coney Island/Sheepshead Bay Clinic","626 Sheepshead Bay Road","3rd Floor, Room 300","Brooklyn","NY","718-946-2600",NA,NA,NA,NA,"SA MH SUMH * OP * OMH * CHLOR FLUPH HALOP LOXAP PERPH TRIFL ARIPI BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT CFT DBT GT IDD IPT TELE AIM * STG * MC MD PI SF SI SMHA * TAY SE CO TRMA PEFP SMI * STU * MST LABT * PEER * TCC * SMON * CHLD YAD ADLT SNR * AH SP FX * F70 * VAPN * AOT FPSY PRS VRS SPS","626 Sheepshead Bay Road, Brooklyn, NY 11224","USPS Neptune Ave, 626, Sheepshead Bay Road, West Brighton, Brooklyn, Kings County, City of New York, New York, 11224, United States",40.5788115,-73.9751368,"360470354002002",36,"047","035400",2002,"36047035400"
"11230","ZCTA5 11230",90245,2834,65051,3665,56510,2502,7916,1129,683,457,14427,1697,90245,2834,89746,2824,16967,1735,62.6184276137182,8.77167710122444,0.756828633165272,15.9864812454984,18.9055779644775,"11230","Ohel Kadimah Pros",NA,"1268 East 14Th Street",NA,"Brooklyn","NY","718-686-3400",NA,NA,NA,NA,"MH SUMH * PHDT * PH * THIOR CLOZA OLANZ OLANZF RISPE NRT NSC ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE * CIT * PVTN * MC MD SF * SE CO TRMA PTSD SMI * STU * HS PEER * TCC * SMOP * YAD ADLT SNR * VAPP * COOT DEC FPSY ICM IMR PRS SEMP VRS CM IPC SPS ES","1268 East 14Th Street, Brooklyn, NY 11230","1268, East 14th Street, Midwood, Brooklyn, Kings County, City of New York, New York, 11230, United States",40.618541,-73.9611931,"360470768001006",36,"047","076800",1006,"36047076800"
"11230","ZCTA5 11230",90245,2834,65051,3665,56510,2502,7916,1129,683,457,14427,1697,90245,2834,89746,2824,16967,1735,62.6184276137182,8.77167710122444,0.756828633165272,15.9864812454984,18.9055779644775,"11230","South Beach Psychiatric Center","Mapleton Outpatient Clinic","1083 Mcdonald Avenue",NA,"Brooklyn","NY","718-421-7444",NA,NA,NA,NA,"SA MH SUMH * OP * OMH * CHLOR FLUPH HALOP LOXAP PERPH TRIFL ARIPI BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE AIM * STG * MC MD PI SF SI SMHA * SE CO TRMA SMI * STU * MST LABT * PEER * TCC * SMON * YAD ADLT SNR * AH SP FX * F70 * VAPN * AOT FPSY PRS VRS SPS","1083 Mcdonald Avenue, Brooklyn, NY 11230","1083, McDonald Avenue, Parkville, Brooklyn, Kings County, City of New York, New York, 11230, United States",40.6264059,-73.9761283,"360470462012004",36,"047","046201",2004,"36047046201"
"11233","ZCTA5 11233",83125,3181,57812,5074,11851,1425,58706,3032,459,229,1086,412,83125,3181,82547,3195,19723,2058,14.2568421052632,70.6237593984962,0.55218045112782,1.30646616541353,23.8930548657129,"11233","New York City Childrens Center","Brooklyn Campus","1819 Bergen Street",NA,"Brooklyn","NY","718-613-3100","718-264-4934","718-613-3055",NA,NA,"SA MH SUMH * PHDT * PH * NRT NSC ANTPYCH * CBT CRT CFT DBT GT IDD IPT TELE AIM * STG * MD PI SI SMHA * GL CO TRMA PTSD SED * STU * MST LABT * PEER * TCC * SMON * CHLD YAD * AH * VAPN * AOT COOT DEC FPSY ICM PRS CM SPS ES","1819 Bergen Street, Brooklyn, NY 11233","New York City Children's Center - Brooklyn Campus, 1819, Bergen Street, Brooklyn, Kings County, City of New York, New York, 11233, United States",40.6745517,-73.9205442,"360470303002003",36,"047","030300",2003,"36047030300"
"11233","ZCTA5 11233",83125,3181,57812,5074,11851,1425,58706,3032,459,229,1086,412,83125,3181,82547,3195,19723,2058,14.2568421052632,70.6237593984962,0.55218045112782,1.30646616541353,23.8930548657129,"11233","New York City Childrens Center","Brooklyn Childrens Behav Health Clinic","1819 Bergen Street",NA,"Brooklyn","NY","718-613-3100","718-264-4697",NA,NA,NA,"SA MH * OP * OMH * NRT NSC ANTPYCH * CBT CRT CFT DBT GT IDD IPT TELE AIM * STG * MD PI SI SMHA * CO TRMA PTSD SED * STU * MST LABT * PEER * TCC * SMON * CHLD YAD * AH * VAPN * AOT COOT DEC FPSY PRS VRS CM SPS ES","1819 Bergen Street, Brooklyn, NY 11233","New York City Children's Center - Brooklyn Campus, 1819, Bergen Street, Brooklyn, Kings County, City of New York, New York, 11233, United States",40.6745517,-73.9205442,"360470303002003",36,"047","030300",2003,"36047030300"
"11235","ZCTA5 11235",83069,2433,61320,3114,57750,2510,2130,538,23,25,12344,1322,83069,2433,82021,2424,13715,1661,69.5205190865425,2.56413343124391,0.0276878257833849,14.8599357160914,16.7213274649175,"11235","Coney Island Hospital","Department of Behavioral Health","2601 Ocean Parkway",NA,"Brooklyn","NY","718-616-5327","718-616-5321","718-616-5333",NA,NA,"SA MH SUMH * HI OP * OMH * FLUPH HALOP THIOR ARIPI CLOZA LURAS OLANZ OLANZF PALIP QUETI RISPE NRT NSC ANTPYCH * AT CBT CRT CFT DBT GT IDD IPT TELE AIM * CIT PEON PEOFF WI * STG * CLF MC MD MI OSF PI SF SI SMHA SWFS VAF * SS * TAY SE GL VET CO HV DV TRMA PEFP PTSD SED SMI * STU * MST LABT * HS PEER * TCC * SMOP * CHLD YAD ADLT SNR * AH SP FX * F4 F19 F30 F35 F42 F47 F70 * VPPD * ACT COOT DEC FPSY ICM LAD PRS SEMP VRS CM IPC SPS ES","2601 Ocean Parkway, Brooklyn, NY 11235","NYC Health + Hospitals: South Brooklyn Health, 2601, Ocean Parkway, Gravesend, Brooklyn, Kings County, City of New York, New York, 11235, United States",40.5854595,-73.9648715,"360470370003004",36,"047","037000",3004,"36047037000"
"11236","ZCTA5 11236",100082,3175,79885,4157,5075,722,81608,2987,81,57,2639,527,100082,3175,99182,3174,12196,1396,5.0708419096341,81.54113626826,0.0809336344197758,2.63683779300973,12.296586074086,"11236","Interborough Developmental and","Consultation Center/Canarsie Csl Ctr","9413 Flatlands Avenue","Suite 001-E","Brooklyn","NY","718-272-1600 x111",NA,NA,NA,NA,"MH SUMH * OP * CMHC * CHLOR DROPE HALOP LOXAP ARIPI CLOZA OLANZ RISPE ANTPYCH * CBT CFT DBT IDD IPT TELE * PEON WI * PVTN * MC MD PI SF SI SMHA SWFS * PA SS * TAY SE GL VET CO TRMA PTSD SED SMI * STU * SMPD * CHLD YAD ADLT SNR * SP FX * F4 F19 F28 F35 F36 F70 * VAPN * COOT FPSY SPS","9413 Flatlands Avenue, Brooklyn, NY 11236","9413, Flatlands Avenue, Canarsie, Brooklyn, Kings County, City of New York, New York, 11236, United States",40.6422949,-73.9029488,"360470968002004",36,"047","096800",2004,"36047096800"
"11236","ZCTA5 11236",100082,3175,79885,4157,5075,722,81608,2987,81,57,2639,527,100082,3175,99182,3174,12196,1396,5.0708419096341,81.54113626826,0.0809336344197758,2.63683779300973,12.296586074086,"11236","Kingsboro Psychiatric Center","Canarsie Mental Health Clinic","9801 Foster Avenue",NA,"Brooklyn","NY","718-257-7780",NA,NA,NA,NA,"MH SUMH * OP * OMH * FLUPH HALOP PERPH ARIPI CLOZA LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT GT IPT AIM * STG * MC MD PI SCJJ SI SMHA SWFS * PA * SE VET CJ CO PEFP PTSD SMI * STU * LABT * PEER * SMOP * YAD ADLT SNR * VAPP * AOT COOT ICM PRS VRS CM SPS","9801 Foster Avenue, Brooklyn, NY 11236","9801, Foster Avenue, Canarsie, Brooklyn, Kings County, City of New York, New York, 11236, United States",40.6491821,-73.9048366,"360471098002004",36,"047","109800",2004,"36047109800"
"11237","ZCTA5 11237",47183,2242,79136,6178,15083,1212,5890,1087,885,536,3107,509,47183,2242,47043,2254,10614,1432,31.967022020643,12.4833096666172,1.87567556111311,6.58499883432592,22.5623365856769,"11237","Coalition for Hispanic Family Services","Bonding Links/Enlazos Familiares MHC","315 Wyckoff Avenue","Suite 6","Brooklyn","NY","718-497-6090 x362","718-497-6090 x360","718-497-6090 x361",NA,NA,"MH SUMH * OP * OMH * CLOZA ILOPE RISPE ZIPRA ANTPYCH * AT CBT GT IPT * PVTN * MHC * CLF MD OSF SF * SS * TRMA PTSD SED * STU * SMON * CHLD * SP * VAPN * FPSY ICM TPC CM","315 Wyckoff Avenue, Brooklyn, NY 11237","315, Wyckoff Avenue, Bushwick, Brooklyn, Kings County, City of New York, New York, 11237, United States",40.7001982,-73.9117896,"360470439003000",36,"047","043900",3000,"36047043900"
"11238","ZCTA5 11238",58047,2189,125747,8082,29650,1491,15622,1429,296,193,3850,531,58047,2189,57559,2173,6294,1126,51.079297810395,26.9126742122763,0.509931607145933,6.6325563767292,10.9348668322938,"11238","Services for the Underserved","Wellness Works Clinic","1125 Fulton Street","2nd Floor","Brooklyn","NY","347-226-9025",NA,"877-583-5336",NA,NA,"SA MH SUMH * OP * CBHC * CHLOR FLUPH HALOP ARIPI CLOZA OLANZ QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE AIM * CIT WI * PVTN * MC MD PI SF SI SMHA SWFS * CO PEFP SMI * STU * PEER * TCC * SMON * CHLD YAD ADLT SNR * SP FX * F70 * VAPN * AOT DEC FPSY PRS SEMP VRS CM SPS","1125 Fulton Street, Brooklyn, NY 11238","1125, Fulton Street, Clinton Hill, Brooklyn, Kings County, City of New York, New York, 11238, United States",40.6815814,-73.9566742,"360470227003002",36,"047","022700",3002,"36047022700"
