name1,name2,street1,street2,city,state,zip,phone,intake1,intake2,intake1a,intake2a,service_code_info
SpectraCare Health Systems,Geneva County Clinic,1203 West Maple Avenue,,Geneva,AL,36340,800-951-4357,,,,,SA MH SUMH * OP * CMHC * CHLOR FLUPH HALOP PERPH ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT CFT GT IDD IPT TELE * PEON WI * PVTN * CLF CMHG MC MD MI PI SF SI SMHA VAF * SS * TAY SE GL VET ADM MF CJ CO HV DV TRMA PTSD SED SMI * STU * PEER * TCC * SMPD * CHLD YAD ADLT SNR * AH * VPPD * ACT COOT DEC FPSY IMR PRS CM SPS ES
West Alabama Mental Health Center,Hale County Office,401 1st Street,,Greensboro,AL,36744,334-624-4905,800-239-2901,334-289-2410,,,SA MH SUMH * OP * CMHC * FLUPH HALOP PERPH ARIPI ASENA BREXP CLOZA OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * AT CBT CFT GT IDD IPT TELE AIM * CIT * PVTN * CLF CMHG CSBG ITU MC MD MI OSF PI SCJJ SF SI SMHA SWFS VAF * PA SS * CO SMI * HS * SMON * CHLD YAD ADLT SNR * AH * VAPN * COOT FPSY ICM SEMP SH CM SPS
South Central Alabama MHC,Butler County Mental Health Center,185 Industrial Parkway,,Greenville,AL,36037,334-382-2018,877-530-0002,,,,MH SUMH * OP PHDT * CMHC * CHLOR FLUPH HALOP THIOT THIOR TRIFL ARIPI ASENA BREXP CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * AT CBT CFT GT IPT TELE AIM * CIT PEON PEOFF WI * PVTN * CMHG MC MD MI PI SF SMHA SWFS VAF * PA SS * SE SMI * STU * TBS LABT * SMOP * YAD ADLT SNR * AH * VAPP * COOT FPSY PRS SH CM SPS
South Central Alabama MHC,Green House Behavioral Group Home,674 Hardscramble Road,,Greenville,AL,36037,334-382-1645,,,,,MH SUMH * RES * RTCA * CHLOR FLUPH HALOP THIOT THIOR TRIFL ARIPI ASENA BREXP CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * AT CBT CFT GT IPT AIM * PVTN * MD SF * PA SS * SMI * STU * TBS LABT * SMOP * YAD ADLT SNR * AH * VAPP * COOT FPSY PRS SPS
South Central Alabama MHC,Stepping Stones/Butler County,680 Hardscramble Road,,Greenville,AL,36037,334-382-2353,877-530-0002,,,,MH SUMH * OP PHDT * CMHC * FLUPH HALOP THIOR ARIPI ASENA BREXP OLANZ QUETI RISPE ZIPRA ANTPYCH * AT CBT CFT GT IPT TELE AIM * CIT PEON PEOFF WI * PVTN * MD MI PI SF SMHA SWFS * PA SS * SED * STU * TBS LABT * PEER * SMOP * CHLD YAD * AH * VAPP * COOT FPSY ICM PRS CM SPS
Birmingham VA Healthcare System,Guntersville VA Clinic,100 Judy Smith Drive,,Guntersville,AL,35976,256-582-4033,205-957-5300,,,,SA MH SUMH * OP * VAHC * FLUPH HALOP CLOZA NRT NSC ANTPYCH * AIM * CIT PEON WI * FED VAMC * MC MI PI VAF * VET * STU * HIVT STDT TBS MST HBT HCT LABT * PEER * TCC * SMON * YAD ADLT SNR * AH * VAPN * FPSY LAD IPC SPS
Marshall Medical Centers North,Behavioral Health Unit,8000 Alabama Highway 69,,Guntersville,AL,35976,256-571-8722,,256-571-8102,,,MH SUMH * HI * IPSY * CHLOR HALOP CLOZA OLANZ QUETI RISPE NRT ANTPYCH * AT CBT CFT GT IDD IPT AIM * CIT PEON WI * PVTN * CLF MC MD MI OSF PI SCJJ SF SI SMHA VAF * SE CO SMI * STU * HS * TCC * SMON * YAD ADLT * AH SP * VAPN * COOT DEC FPSY IMR LAD PRS SH CM IPC SPS ES
Mountain Lakes Behavioral Healthcare,,2409 Homer Clayton Drive,,Guntersville,AL,35976,256-259-1774,256-582-3203,800-209-0049,,,MH SUMH * OP * CMHC * CHLOR FLUPH HALOP LOXAP PERPH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NSC ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE * PEON * PVTN * MC MD PI SF SMHA * PA SS * SED SMI * STU * TBS * PEER * TCC * SMPD * CHLD YAD ADLT SNR * AH * VPPD * ACT COOT FPSY ICM PRS SH CM SPS ES
Northwest Alabama Mental Health Ctr,,71 Carraway Drive,,Haleyville,AL,35565,205-486-4111,,800-489-3974,,,SA MH SUMH * OP * OMH * CHLOR FLUPH HALOP LOXAP PERPH PROCH ARIPI ASENA BREXP CARIP CLOZA LURAS OLANZ OLANZF PALIP RISPE ZIPRA ANTPYCH * AT CBT GT IDD IPT TELE AIM * CIT PEOFF * PVTN * FQHC * MC MD PI SF * SS * CO SMI * STU * PEER * SMPD * CHLD YAD ADLT SNR * AH * VPPD * COOT CM SPS ES
Pathway Healthcare,Hartselle,1600 Main Street,Suite B,Hartselle,AL,35640,256-754-5178,,,,,SA MH SUMH * OP * OMH * NRT NSC ANTPYCH * AT CBT CFT DBT EMDR GT IDD IPT TELE * PVTP * ITU MC MD MI PI SF SI VAF * STU * HIVT STDT TBS MST HCT LABT * HS * TCC * SMPD * YAD ADLT SNR * AH * VPPD * AOT CDM COOT DEC FPSY ICM IMR CM IPC SPS ES
Birmingham VA Healthcare System,Huntsville VA Clinic,500 Markaview Road,,Huntsville,AL,35805,256-533-8477,205-957-5300,,,,SA MH SUMH * OP * VAHC * FLUPH HALOP CLOZA NRT NSC ANTPYCH * AIM * CIT PEON WI * FED VAMC * MC MI PI VAF * VET * STU * HIVT STDT TBS MST HBT HCT LABT * PEER * TCC * SMON * YAD ADLT SNR * AH * VAPN * FPSY LAD SH IPC SPS
Care Clinic,,600 Boulevard South SW,,Huntsville,AL,35802,844-782-6963,,,,,SA MH SUMH * OP * OMH * NRT ANTPYCH * IDD TELE * PVTP * MHC * PI SF * SMON * YAD ADLT SNR * VAPN
Pathway Healthcare,,2010 South Point Park Circle,Suite 200,Huntsville,AL,35801,256-880-5818,,,,,SA MH SUMH * OP * OMH * AT CBT CFT GT IPT * CIT WI * PVTP * MHC * MC MD PI SF * SE VET CO TRMA TBI PED PTSD SMI * PEER * SMON * YAD ADLT SNR * VAPN * CM SPS ES
Pinnacle Behavioral Health,Intensive Outpatient Program,4812 Commerical Drive NW,,Huntsville,AL,35816,256-518-9998,,,,,SA MH SUMH * OP PHDT * OMH * CBT CFT GT IDD IPT TELE * PEOFF * PVTP * PI SF * CO TRMA SED * STU * TCC * SMON * CHLD * VAPN * FPSY CM SPS
Unity Psychiatric Care,,5315 Millennium Drive NW,,Huntsville,AL,35806,256-964-6700,,,,,MH * HI * PSY * HALOP ARIPI CLOZA OLANZ QUETI RISPE ZIPRA NRT ANTPYCH * AT CBT CRT GT IPT * PVTP * MC MD PI SF * ALZ PEFP * STU * TBS MST LABT * SMON * ADLT SNR * AH * VAPN * AOT CDM ES
WellStone Inc,,4040 Memorial Parkway SW,,Huntsville,AL,35802,256-533-1970,256-705-6444,,,,SA MH SUMH * OP PHDT * CMHC * FLUPH HALOP LOXAP THIOT ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT ANTPYCH * CBT CFT DBT GT IDD IPT TELE AIM * CIT PEON PEOFF WI * LCCG * CLF CMHG MC MD MI PI SCJJ SF SI SMHA SWFS * SS * CJ CO SED SMI * STU * HS PEER * TCC * SMPD * CHLD YAD ADLT SNR * AH * VPPD * ACT COOT FPSY ICM LAD PRS SH CM IPC SPS
WellStone Inc,,4040 Memorial Parkway,,Huntsville,AL,35802,256-533-1970,256-705-6444,,,,SA MH SUMH * OP PHDT * CBHC * HALOP THIOT THIOR ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CRT CFT DBT GT IDD IPT TELE AIM * CIT PEON PEOFF WI * LCCG * CLF CMHG FG MC MD MI PI PCF SCJJ SEF SF SMHA SWFS * SS * VET ADM MF CO PEFP SED SMI * STU * TBS LABT * HS PEER * TCC * SMPD * CHLD YAD ADLT SNR * AH * VPPD * ACT AOT COOT FPSY ICM IMR PRS SH CM IPC SPS ES
Birmingham VA Healthcare System,Jasper VA Clinic,1454 Jones Dairy Road,,Jasper,AL,35501,205-221-7384,205-957-5300,,,,SA MH SUMH * OP * VAHC * FLUPH HALOP CLOZA NRT NSC ANTPYCH * AIM * CIT PEON WI * FED VAMC * MC MI PI VAF * VET * STU * HIVT STDT TBS MST HBT HCT LABT * PEER * TCC * SMON * YAD ADLT SNR * AH * VAPN * FPSY LAD IPC SPS
Health Connect America,,1700 5th Avenue South,,Jasper,AL,35501,205-530-6007,,,,,SA MH SUMH * OP * OMH * CBT CFT GT IDD IPT TELE * PVTP * MD PI SF SWFS * PA SS * TCC * SMON * CHLD YAD ADLT SNR * AH * VAPN * FPSY TPC SPS
West Alabama Mental Health Center,Sumter County,110 Hospital Drive,Suite 101,Livingston,AL,35470,205-652-6731,800-239-2901,334-289-2410,,,SA MH SUMH * OP * CMHC * FLUPH HALOP PERPH ARIPI ASENA BREXP OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * AT CBT CFT GT IDD IPT TELE AIM * CIT * PVTN * CLF CMHG CSBG MC MD MI OSF PI SCJJ SF SI SMHA SWFS VAF * PA SS * CO SMI * HS PEER * SMON * CHLD YAD ADLT SNR * AH * VAPN * COOT FPSY ICM SEMP SH CM SPS
Beacon Childrens Hospital,,150 Hospital Drive,,Luverne,AL,36049,334-335-5040,334-319-8724,,,,MH * HI * PSY * HALOP ARIPI ASENA BREXP CARIP LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT DBT GT IDD IPT TELE AIM * CIT WI * PVTP * ITU MD MI PI SF SI SWFS * GL MF TRMA PED PTSD SED * STU * HIVT STDT TBS MST HBT HCT LABT * TCC * SMON * CHLD * AH * VAPN * CDM COOT DEC FPSY ICM IMR PRS CM IPC SPS ES
South Central Alabama MHC,Crenshaw County Mental Health Center,587 Bentley Avenue,,Luverne,AL,36049,334-335-5201,877-530-0002,,,,MH SUMH * OP PHDT * CMHC * CHLOR FLUPH HALOP THIOT THIOR TRIFL ARIPI ASENA BREXP CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * AT CBT CFT GT IPT TELE AIM * CIT PEON PEOFF WI * PVTN * CMHG MC MD MI PI SF SMHA SWFS VAF * PA SS * SE SED SMI * STU * TBS LABT * SMOP * CHLD YAD ADLT SNR * AH * VAPP * COOT FPSY PRS SH CM SPS
South Central Alabama MHC,Graceland/3 Bed Group Home,5590 Hank Williams Road,,McKenzie,AL,36456,334-222-2525 x70339,,,,,MH SUMH * RES * RTCA * CHLOR FLUPH HALOP THIOT THIOR TRIFL ARIPI ASENA BREXP CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * AT CBT CFT GT IPT AIM * PVTN * MD SF * PA SS * SMI * STU * TBS LABT * SMOP * YAD ADLT SNR * AH * VAPP * COOT FPSY PRS SPS
AltaPointe Health Systems Inc,BayPointe Hospital,5800 Southland Drive,,Mobile,AL,36693,251-661-0153,251-450-2211,,,,MH SUMH * HI OP PHDT RES * PSY * CHLOR HALOP ARIPI ASENA LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT GT IDD IPT TELE AIM * CIT PEON WI * PVTN * CLF CMHG MD PI SEF SF SMHA SWFS * TAY GL CO TRMA PEFP PTSD SED SMI * STU * MST LABT * TCC * SMON * CHLD YAD * AH * VAPN * COOT FPSY CM SPS
CCBHC at Vets Recover,,1156 Springhill Avenue,,Mobile,AL,36604,251-405-3677,,,,,SA MH SUMH * OP * OMH * CBT CFT GT IDD IPT TELE * CIT PEON PEOFF WI * PVTN * CMHG CSBG MD MI PI SF VAF * PA SS * VET ADM MF CJ PTSD * MST * HS PEER * TCC * SMPD * CHLD YAD ADLT SNR * SP * VPPD * COOT FPSY SEMP SH CM IPC SPS ES
Central Alabama VA Healthcare System,West Campus,215 Perry Hill Road,,Montgomery,AL,36109,334-272-4670 x35540,,,,,SA MH SUMH * OP * VAHC * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT DBT GT IDD IPT TELE * CIT PEON WI * FED VAMC * FQHC * MI PI SF VAF * SE GL VET CO HV DV TRMA TBI PTSD SMI * STU * HIVT STDT TBS MST HBT HCT LABT * HS PEER * TCC * SMON * YAD ADLT SNR * AH * VAPN * ACT DEC IMR LAD SEMP SH VRS CM IPC SPS ES
MHCNCA Inc,Moulton Lawrence Counseling Center,295 Hospital Street,,Moulton,AL,35650,256-974-6697,256-355-5904,,,,MH SUMH * OP PHDT * CMHC * HALOP PERPH ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * CBT CFT DBT GT IPT TELE AIM * PVTN * CLF CMHG CSBG MC MD OSF PI SCJJ SF SI SMHA * TAY SE CJ CO SED SMI * STU * PEER * SMPD * CHLD YAD ADLT SNR * AH * VPPD * COOT FPSY CM
Northport Medical Center,North Harbor Psych Pavillion,2700 Hospital Drive,,Northport,AL,35476,205-330-3101,205-330-3838,,,,MH * HI * IPSY * CHLOR FLUPH HALOP ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT DBT EMDR GT IPT TELE AIM * PEON WI * PVTN * MC MD MI PI SF SI SMHA VAF * SE ALZ * STU * HIVT STDT TBS MST LABT * TCC * SMON * YAD ADLT SNR * AH * VAPN * COOT DEC CM IPC SPS ES
Eastside CMHC,Blount County CMHC,1002 2nd Avenue East,,Oneonta,AL,35121,205-628-3882,205-625-3882,,,,MH * OP * CMHC * CHLOR FLUPH HALOP LOXAP PERPH THIOT TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA ANTPYCH * CFT GT IPT TELE * PVTN * CLF CMHG MC MD OSF PI SF SI SMHA * SS * TAY SE CO SED SMI * STU * TCC * SMPD * CHLD YAD ADLT SNR * AH * VPPD * COOT FPSY IMR
East Alabama Medical Center,Department of Psychiatric Medicine,2000 Pepperell Parkway,,Opelika,AL,36801,334-528-1010 x4198,334-528-4820,,,,MH SUMH * HI * IPSY * CHLOR FLUPH HALOP LOXAP ARIPI ASENA CARIP CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT ANTPYCH * AT CBT CFT DBT GT IPT * PEON WI * PVTN * CMHG MC MD MI OSF PI SEF SF SI SMHA VAF * SED SMI * STU * MST LABT * TCC * SMON * CHLD YAD ADLT * AH * VAPN * COOT DEC FPSY SPS ES
East Alabama Mental Health Center,Family and Childrens Services Center,2300 Center Hill Drive,Building II,Opelika,AL,36801,334-742-2700,334-742-2877,,,,SA MH SUMH * OP * OMH * CBT CFT GT IDD IPT TELE * CIT PEOFF * PVTN * CLF CMHG CSBG MD MI OSF PI PCF SEF SF SI SMHA SWFS * SED * STU * PEER * SMOP * CHLD YAD * AH * VAPP * FPSY ICM PRS CM SPS ES
Mizell Memorial Hospital,,702 North Main Street,Senior Care Behavioral Unit,Opp,AL,36467,334-493-9134 x2111,334-493-9134,,,,MH SUMH * HI * IPSY * CHLOR HALOP ARIPI OLANZ PALIP QUETI RISPE ZIPRA NRT ANTPYCH * AT CBT DBT GT IPT TELE AIM * PEON * PVTN * MC MD MI PI SF SI VAF * SE VET CO TBI ALZ PED PTSD * STU * MST LABT * TCC * SMON * ADLT SNR * AH * VAPN * CDM COOT DEC IMR PRS VRS CM SPS ES
Birmingham VA Healthcare System,Oxford VA Clinic,500 Davis Loop,,Oxford,AL,36203,256-832-4141,205-957-5300,256-832-4142,,,SA MH SUMH * OP * VAHC * FLUPH HALOP CLOZA NRT NSC ANTPYCH * AIM * CIT PEON WI * FED VAMC * MC MI PI VAF * VET * STU * HIVT STDT TBS MST HBT HCT LABT * PEER * TCC * SMON * YAD ADLT SNR * AH * VAPN * FPSY LAD IPC SPS
Dale Medical Center,New Day Psychiatric Unit,126 Hospital Avenue,,Ozark,AL,36360,334-774-7352,,334-774-2601 x1090,,,MH SUMH * HI * IPSY * CHLOR FLUPH HALOP PERPH THIOT ARIPI BREXP CARIP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT ECT GT IDD IPT AIM * PEON * PVTN * MC MD MI PI SF SMHA VAF * SE CJ CO TRMA SMI * STU * MST LABT * TCC * SMON * YAD ADLT SNR * VAPN * COOT
SpectraCare Health Systems,Dale County/Clinic and Day Treatment,134 Katherine Avenue,,Ozark,AL,36360,800-951-4357,,,,,SA MH SUMH * OP * CMHC * CHLOR FLUPH HALOP ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * CBT CFT DBT GT IDD IPT TELE * PEON * PVTN * CLF CMHG MC MD MI OSF PI SF SMHA VAF * SS * TAY SE VET ADM MF CO TRMA PTSD SED SMI * STU * TCC * SMPD * CHLD YAD ADLT SNR * AH * VPPD * ACT COOT DEC FPSY PRS SH VRS CM SPS
Central Alabama Wellness,,2100 County Services Drive,,Pelham,AL,35124,205-651-0077,,,,,SA MH SUMH * OP * CMHC * CHLOR FLUPH HALOP CLOZA OLANZ RISPE ANTPYCH * CBT CFT DBT GT IDD IPT TELE AIM * CIT WI * PVTN * CLF CMHG CSBG MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS * SS * CO PEFP PTSD SED SMI * STU * PEER * SMPD * CHLD YAD ADLT SNR * AH * VPPD * COOT FPSY IMR SEMP CM
Eastside CMHC,Saint Clair County CMHC,625 15th Street North,,Pell City,AL,35125,205-338-7525,,,,,MH * OP * CMHC * CHLOR FLUPH HALOP LOXAP PERPH THIOT TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA ANTPYCH * CFT GT IPT TELE * PVTN * CLF CMHG MC MD OSF PI SF SI SMHA * SS * TAY SE CO SED SMI * STU * TCC * SMPD * CHLD YAD ADLT SNR * AH * VPPD * COOT FPSY IMR
Immanuel Counseling Services,,3401 South Railroad Street,Suite B,Phenix City,AL,36867,334-655-1414,,,,,SA MH SUMH * OP * OMH * AT CBT CFT GT IDD IPT TELE * PVTP * MHC * MI PI PCF SF SI VAF * TAY SE GL VET ADM MF CO TRMA PTSD SED SMI * SMOP * CHLD YAD ADLT SNR * VAPP * COOT FPSY
Birmingham VA Healthcare System,Rainbow City VA Clinic,206 Rescia Avenue,,Rainbow City,AL,35906,256-413-7154,205-957-5300,,,,SA MH SUMH * OP * VAHC * FLUPH HALOP CLOZA NRT NSC ANTPYCH * CBT GT IPT TELE AIM * CIT PEON WI * FED VAMC * MC MI PI VAF * VET * STU * HIVT STDT TBS MST HBT HCT LABT * PEER * TCC * SMON * YAD ADLT SNR * AH * VAPN * FPSY LAD IPC SPS
SpectraCare Health Systems,Geneva County Day Treatment,10386 West State Highway 52,,Samson,AL,36477,800-951-4357,,,,,MH SUMH * PHDT * CMHC * CHLOR FLUPH HALOP ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * CBT CFT GT IDD IPT TELE * PEON * PVTN * CLF CMHG MC MD MI OSF PI SF SMHA * SS * SE CO SMI * STU * SMPD * YAD ADLT SNR * AH * VPPD * CDM COOT FPSY IMR PRS CM SPS
Mountain Lakes Behavioral Healthcare,Jackson County Office,508 Gregory Street,,Scottsboro,AL,35768,256-259-1774,,,,,SA MH SUMH * OP * CMHC * HALOP ARIPI OLANZ RISPE NSC ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE * CIT * PVTN * MC MD PI SF SMHA * PA SS * TAY SE GL VET CJ CO HV TRMA TBI PED PTSD SED SMI * STU * PEER * SMPD * CHLD YAD ADLT SNR * AH * VPPD * ACT COOT FPSY PRS SH CM SPS ES
Birmingham VA Healthcare System,Florence VA Clinic,422 Cox Boulevard,Suite DD,Sheffield,AL,35660,256-381-9055,205-957-5300,,,,SA MH SUMH * OP * VAHC * FLUPH HALOP CLOZA NRT NSC ANTPYCH * AIM * CIT PEON WI * FED VAMC * MC MI PI VAF * VET * STU * HIVT STDT TBS MST HBT HCT LABT * PEER * TCC * SMON * YAD ADLT SNR * AH * VAPN * FPSY LAD IPC SPS
Coosa Valley Senior Behav Hlth,,315 West Hickory Street,,Sylacauga,AL,35150,256-401-4000,256-401-4670,,,,MH SUMH * HI * IPSY * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA ANTPYCH * AT CBT GT IPT * PEON WI * PVTN * MC MD MI PI SF VAF * PA * SE VET ALZ * PEER * SMPD * SNR * AH * VAPN * COOT FPSY CM
Bryce Hospital,,1651 Ruby Tyler Parkway,,Tuscaloosa,AL,35404,205-507-8000,,,,,MH SUMH * HI * SHP * CHLOR FLUPH HALOP LOXAP PERPH PROCH THIOT THIOR TRIFL ARIPI ASENA BREXP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA NSC ANTPYCH * AT CBT CRT DBT GT IDD IPT * STG * MC OSF SEF SI SMHA * SE CJ SMI * STU * MST LABT * PEER * TCC * SMON * YAD ADLT SNR * AH * VAPN * DEC LAD SH VRS IPC SPS ES
Bullock County Hospital,,102 West Conecuh Avenue,,Union Springs,AL,36089,334-738-2140,334-473-9067,334-738-1453,,,MH SUMH * HI * IPSY * CHLOR FLUPH HALOP LOXAP PROCH ARIPI CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * AT GT IPT * PEON * PVTP * MC MD VAF * TAY SE GL VET ADM HV PEFP SMI * SMPD * YAD ADLT SNR * VPPD * COOT CM SPS
SpectraCare Health Systems,Webb Group Home,6150 Old Webb Road,,Webb,AL,36376,334-712-9191,334-794-0731,,,,MH * RES * RTCA * CHLOR FLUPH HALOP ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * CBT GT IPT TELE * PEON * PVTN * CSBG MC MD PI SF * SE VET CO SMI * SMPD * YAD ADLT SNR * AH * VPPD * IMR
Northwest Medical Center,,1530 U.S. Highway 43,,Winfield,AL,35594,205-487-7916,205-487-7916 x7916,205-487-7853 x7853,,,MH SUMH * HI OP * IPSY * HALOP ARIPI CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT GT IDD IPT TELE AIM * PEON WI * LCCG * FQHC * MC MD MI PI SF VAF * SE CO TRMA ALZ PTSD * STU * LABT * TCC * SMON * ADLT SNR * VAPN * CDM DEC FPSY ICM CM SPS ES
AK Child and Family,,4600 Abbott Road,,Anchorage,AK,99507,907-346-2101,,,,,SA MH SUMH * RES * ORES * ARIPI LURAS QUETI RISPE ANTPYCH * CBT CFT DBT GT IDD IPT TELE * PVTN * MD MI PI SF SI * CO TRMA PTSD SED SMI * STU * SMON * CHLD YAD * VAPN * DEC FPSY ICM IMR PRS CM SPS ES
Alaska Behavioral Health,,4020 Folker Street,,Anchorage,AK,99508,907-563-1000,,,,,SA MH SUMH * OP PHDT * CBHC * AT CBT CFT DBT EMDR GT IDD IPT TELE * CIT * PVTN * CLF CMHG CSBG MC MD MI OSF PI SCJJ SF SI SMHA * PA SS * PTSD SED * PEER * SMON * CHLD YAD ADLT * AH * VAPN * FPSY PRS CM SPS
Alaska Psychiatric Institute,,3700 Piper Street,,Anchorage,AK,99508,907-269-7100,,,,,MH SUMH * HI * PSY * CHLOR FLUPH HALOP LOXAP THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT DBT GT IDD IPT * PEON * STG * CMHG CSBG ITU MC MD MI OSF PI SCJJ SF SI SMHA SWFS VAF * PA * TAY SE GL VET CJ CO HV TRMA TBI ALZ PTSD SED SMI * STU * TBS MST LABT * PEER * TCC * SMON * CHLD YAD ADLT SNR * AH * VAPN * CDM COOT FPSY IMR LAD PRS CM IPC SPS
Alaska VA Healthcare System,,3001 C Street,,Anchorage,AK,99503,907-273-4011,907-273-4019,,,,SA MH SUMH * OP PHDT RES * VAHC * CHLOR FLUPH HALOP LOXAP PERPH THIOR ARIPI ASENA BREXP CARIP CLOZA LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT GT IDD IPT TELE AIM * FED VAMC * MI PI VAF * GL VET CJ CO DV TRMA PTSD * STU * HIVT STDT TBS MST HBT HCT LABT * HS PEER * TCC * SMON * YAD ADLT SNR * VAPN * ACT CDM COOT DEC FPSY PRS SEMP SH VRS CM IPC SPS ES
Aleutian Pribilof Islands Association,,1131 East International Airport Road,,Anchorage,AK,99518,907-276-2700,844-375-2742,907-222-9764,,,SA MH SUMH * OP * OMH * CFT GT IPT TELE * TBG * ITU MC MD MI PI SI * SS * STU * SMON * CHLD YAD ADLT SNR * VAPN * COOT
Arc of Anchorage,,2211 Arca Drive,,Anchorage,AK,99508,907-277-6677,907-277-6677 x327,,,,MH SUMH * OP * OMH * CBT CFT GT IDD IPT TELE * PVTN * MD PI SCJJ SF SMHA * SS * SMI * STU * HS * SMPD * CHLD YAD ADLT SNR * VPPD * COOT FPSY ICM PRS SEMP SH TPC VRS CM
Chris Kyle Patriots Hospital,,1650 South Bragaw Street,,Anchorage,AK,99508,907-272-6206,800-478-7575,907-433-7320,,,SA MH SUMH * HI OP * PSY * NRT NSC * AT CBT CFT DBT EMDR GT IDD IPT * CIT PEON WI * PVTP * ITU MC MD MI OSF PI SI VAF * SS * TAY SE GL CO HV TRMA PTSD * STU * HIVT STDT TBS MST HBT HCT LABT * HS * TCC * SMON * YAD ADLT SNR * AH * VAPN * DEC FPSY ICM PRS SPS ES
Chugachmiut,Chugachmiut Behavioral Health Dept,1840 Bragaw Street,Suite 110,Anchorage,AK,99508,907-562-4155 x143,907-562-4155,,,,SA MH SUMH * OP * CMHC * NRT NSC * AT CBT CFT DBT EMDR GT IDD IPT * CIT WI * PVTN * FQHC MHC * FG ITU MD PI SF * PA SS * TAY * STU * TCC * SMPD * CHLD YAD ADLT SNR * VPPD * COOT FPSY PRS CM IPC SPS ES
Daybreak Inc,,130 West International Airport Road,Suite C,Anchorage,AK,99518,907-677-5988,,888-933-0102,,,MH SUMH * OP * OMH * AT CBT * PVTN * CMHG MD SF SI SMHA * SS * SE GL CJ CO TRMA TBI PTSD SMI * STU * SMON * YAD ADLT SNR * VAPN * COOT ICM PRS CM
Denali Family Services,,1251 Muldoon Road,Suite 116,Anchorage,AK,99504,907-274-8281,,,,,MH * OP * CMHC * ANTPYCH * AT CBT CFT DBT EMDR GT IPT TELE * PVTN * CMHG CSBG ITU MD MI OSF PI SCJJ SF SI SMHA SWFS * PA SS * TAY TRMA PTSD SED * PEER * SMON * CHLD YAD * AH * VAPN * FPSY ICM PRS TPC CM
